source,target,weight
distance_object_another_reward,left_hand_press_reward,0.0003587551
hand_pos_reward,kettle_handle_reward,0.00035806026
align_reward,kettle_handle_reward,0.00035796862
kettle_handle_reward,left_fingers_reward,0.0003579631
left_handle_reward,hand_dist_reward,0.00035768992
placement_reward,cap_goal_reward,0.0003568183
door_angle_reward,hand_dist_reward,0.00035473215
penalty_object,hand_close_reward,0.00035454944
left_fingers_press_reward,task_completion_reward,0.00035438733
door_reward,open_reward,0.00035360525
pour_alignment_reward,success_object_reward,0.00034864518
door_move_reward,cap_up_reward,0.0003485541
water_pouring_reward,stack_reward,0.00034833516
success_object_another_reward,left_hand_press_reward,0.00034746592
water_pouring_reward,vel_penalty,0.0003474528
handle_grasp_reward,stability_penalty,0.0003472647
penalty_drop_object_another,task_completion_reward,0.00034720168
task_completion_reward,handle_distance_reward,0.00034627374
spilling_penalty,finger_reward,0.00034582202
cap_goal_reward,left_hand_press_reward,0.00034512507
object_goal_reward,fingertip_another_object_reward,0.00034486156
angular_velocity_reward,pour_reward,0.00034422218
grasp_quality,right_hand_pos_reward,0.00034405937
angular_velocity_reward,distance_object_another_reward,0.00034366862
hand_close_reward,left_fingers_reward,0.0003432764
distance_reward,hand_to_handle_reward,0.00034214248
handle_distance_reward,rot_reward,0.00034178438
goal_align_reward,right_hand_reach_reward,0.0003417318
finger_reward,fingertip_object_reward,0.000341248
right_hand_press_reward,pos_reward,0.00034116997
cap_up_reward,success_object_another_reward,0.00033979074
left_press_reward,linvel_reward,0.0003369921
distance_object_reward,task_completion_bonus,0.0003367887
left_distance_reward,door_movement_reward,0.00033648734
placement_reward,hand_balance_reward,0.0003359806
cap_grasp_reward,pos_reward,0.00033593058
cap_distance_reward,hand_to_object_reward,0.00033454047
success_bonus,pour_reward,0.00033415377
left_press_reward,task_reward,0.00033393473
object_to_goal_reward,door_movement_reward,0.00033389172
goal_rot_reward,task_success_bonus,0.00033328982
goal_penalty,lift_reward,0.00033281546
cap_grasp_reward,placement_reward,0.0003321224
vel_object_reward,task_success_bonus,0.00033153224
door_move_reward,hand_close_reward,0.0003314383
fingertip_to_handle_reward,velocity_penalty,0.00033105555
vel_object_reward,task_reward,0.00033062606
vertical_alignment,left_fingers_press_reward,0.00033053194
task_success,hand_close_reward,0.00033046497
incremental_progress_reward,left_hand_reward,0.00033024207
object_to_goal_reward,pour_alignment_reward,0.00032900317
finger_coord_reward,hand_to_handle_reward,0.00032887328
approach_reward,contact_reward,0.0003286472
hand_force_reward,finger_coord_reward,0.0003284854
door_progress_reward,success_bonus,0.0003274778
drop_penalty,distance_object_another_reward,0.00032690502
angvel_reward,left_hand_reach_reward,0.00032656424
vel_penalty,ang_vel_reward,0.00032644757
orientation_reward,fingertip_another_object_reward,0.0003261847
button_press_right_reward,right_fingers_reward,0.00032616992
finger_distance_reward,door_progress_reward,0.00032592245
bottle_vel_reward,left_hand_pos_reward,0.0003253874
pos_reward,press_reward,0.00032508207
stack_reward,place_reward,0.000325
left_fingers_pos_reward,rotation_reward,0.00032476155
simultaneity_reward,left_switch_reward,0.00032460905
button_press_reward,distance_object_another_reward,0.00032449057
ang_vel_reward,vel_object_reward,0.00032434158
ang_vel_reward,vel_object_another_reward,0.00032434158
goal_penalty,handle_grasp_reward,0.00032295703
simultaneity_reward,scissors_opening_reward,0.00032293904
velocity_reward,contact_reward,0.00032289576
pour_reward,handover_reward,0.00032278657
hand_close_reward,cap_distance_reward,0.00032273447
separation_reward,reach_reward,0.00032244646
cap_opening_reward,hand_close_reward,0.00032242038
hand_force_reward,left_distance_reward,0.00032179797
separation_reward,vel_penalty,0.0003216918
object_to_goal_reward,alignment_reward,0.00032151866
approach_reward,goal_rot_reward,0.00032147404
goal_rot_reward,spout_bucket_reward,0.00032139936
button_press_reward,bucket_holding_reward,0.00032136453
align_reward,distance_object_reward,0.00032087456
incremental_progress_reward,cap_goal_reward,0.00032044892
finger_coord_reward,distance_left_reward,0.00032040747
contact_reward,cap_opening_reward,0.00032040584
penalty_drop_object_another,hand_close_reward,0.00032033067
scissors_opening_reward,cap_up_reward,0.0003190951
left_fingers_pos_reward,grasp_reward,0.00031889806
align_reward,handle_reward,0.00031868194
press_reward,right_hand_press_reward,0.00031864713
task_completion_bonus,fingertip_another_object_reward,0.00031847775
cap_orientation_reward,task_reward,0.00031827026
left_fingers_pos_reward,left_switch_reward,0.00031806793
angular_velocity_reward,object_push_reward,0.0003180354
right_hand_reach_reward,pos_reward,0.00031775204
stability_penalty,hand_reward,0.00031769593
backward_movement_penalty,handle_reward,0.0003175745
hand_to_object_reward,stability_reward,0.00031741522
distance_to_switch_left_reward,ang_vel_reward,0.0003173791
task_completion_bonus,fingertip_object_reward,0.0003173722
fingertip_object_reward,orientation_penalty,0.00031719267
force_reward,rotation_reward,0.0003171664
grasp_quality,place_reward,0.0003168635
direction_reward,hand_reward,0.00031683056
right_press_reward,fingertip_object_reward,0.00031662453
hand_close_reward,hand_dist_reward,0.00031608914
hand_balance_reward,bucket_handle_reward,0.00031603253
swing_reward,door_movement_reward,0.00031592255
progress_reward,handover_reward,0.0003157025
pour_reward,left_hand_reach_reward,0.00031553177
finger_distance_reward,success_reward,0.0003154228
progress_reward,success_bonus,0.00031534073
door_displacement_reward,distance_reward,0.00031508043
penalty_object_another,door_displacement_reward,0.00031456424
open_reward,distance_object_another_reward,0.000314401
distance_object_another_reward,right_hand_pos_reward,0.0003136774
left_switch_reward,door_close_reward,0.00031310495
button_press_left_reward,push_reward,0.00031280093
left_switch_reward,door_movement_reward,0.0003120342
door_reward,lift_reward,0.00031190662
door_angle_reward,kettle_handle_reward,0.00031184216
object_goal_reward,stack_bonus,0.00031107792
height_reward,rotation_reward,0.0003110202
handle_reward,task_completion_reward,0.00031093895
pour_alignment_reward,success_bonus,0.00031072737
goal_align_reward,push_reward,0.00031043467
hand_dist_reward,success_reward,0.00031028411
backward_movement_penalty,hand_dist_reward,0.00030950794
distance_to_switch_right_reward,time_penalty,0.00030935265
spout_bucket_reward,place_reward,0.00030918568
left_hand_press_reward,handle_grasp_reward,0.00030914115
direction_reward,scissors_goal_reward,0.0003088382
reach_reward,button_press_left_reward,0.00030872787
door_close_reward,bucket_holding_reward,0.00030867333
rot_reward,velocity_penalty,0.00030843006
object_pos_reward,drop_penalty,0.00030820776
time_penalty,success_bonus,0.0003073189
backward_movement_penalty,success_object_reward,0.00030723898
distance_reward,fingertip_object_reward,0.0003071553
penalty_object,fingertip_another_object_reward,0.00030701715
button_press_right_reward,spill_penalty,0.00030697178
linvel_reward,cap_grasp_reward,0.00030694954
direction_reward,scissors_opening_reward,0.00030586138
hand_to_handle_reward,task_completion_bonus,0.00030557127
scissors_goal_reward,ang_vel_reward,0.00030521027
distance_to_switch_right_reward,alignment_reward,0.00030505206
hand_close_reward,task_completion_bonus,0.00030495608
direction_reward,hand_scissors_reward,0.00030490494
object_velocity_reward,push_reward,0.00030480395
goal_reward,left_hand_pos_reward,0.00030462618
door_movement_reward,vel_penalty,0.0003042244
hand_to_object_reward,door_open_reward,0.0003040045
goal_reward,door_angle_reward,0.0003038158
hand_to_object_reward,alignment_reward,0.00030358063
linvel_reward,object_push_reward,0.00030354512
left_hand_pos_reward,cap_progress_reward,0.00030344148
hand_to_object_reward,hand_handle_reward,0.00030306712
distance_object_reward,left_hand_pos_reward,0.00030283054
swing_reward,task_completion_reward,0.00030270085
distance_right_reward,task_completion_bonus,0.00030267445
approach_reward,transfer_reward,0.00030260728
incremental_progress_reward,scissors_goal_reward,0.00030181947
object_goal_reward,handle_grasp_reward,0.0003016979
