score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_goal_reward,w_goal_reward,active_goal_reward,r_handle_another_object_reward,w_handle_another_object_reward,active_handle_another_object_reward,r_handle_object_reward,w_handle_object_reward,active_handle_object_reward,r_hold_another_object_reward,w_hold_another_object_reward,active_hold_another_object_reward,r_hold_object_reward,w_hold_object_reward,active_hold_object_reward,r_object_velocity_reward,w_object_velocity_reward,active_object_velocity_reward,r_pour_alignment_reward,w_pour_alignment_reward,active_pour_alignment_reward,r_pour_reward,w_pour_reward,active_pour_reward,r_spill_penalty,w_spill_penalty,active_spill_penalty,r_tilt_reward,w_tilt_reward,active_tilt_reward,r_transfer_reward,w_transfer_reward,active_transfer_reward,r_velocity_reward,w_velocity_reward,active_velocity_reward,env_id,seed
0.9783,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.9956,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.9957,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.8946,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.9914,,0.5,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0506,,0.5,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.9627,,0.5,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.011,,0,0,,0.1,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0026,,0,0,,0.05,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0021,,0,0,,0.5,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0029,,0,0,,0.1,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0118,,0,0,,0.05,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0108,,0,0,,0.5,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0016,,0,0,,0.1,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0036,,0,0,,0.05,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0122,,0,0,,0.5,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0039,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.018,,0,0,,0.05,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0396,,0,0,,0.5,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0051,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0097,,0,0,,0.05,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0012,,0,0,,0.5,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0006,,0,0,,0.1,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0018,,0,0,,0.05,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0083,,0,0,,0.5,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.003,,0,0,,0.1,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0068,,0,0,,0.05,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.002,,0,0,,0.5,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0181,,0,0,,0.1,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0018,,0,0,,0.05,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0015,,0,0,,0.5,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0083,,0,0,,0.1,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0511,,0,0,,0.05,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0017,,0,0,,0.5,1,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0039,,0,0,,0.1,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0069,,0,0,,0.05,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.1564,,0,0,,0.5,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0013,,0,0,,0.1,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0022,,0,0,,0.05,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.1026,,0,0,,0.5,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0017,,0,0,,0.1,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0058,,0,0,,0.05,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0063,,0,0,,0.5,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0041,,0,0,,1.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0024,,0,0,,0.5,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0045,,0,0,,5.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0046,,0,0,,1.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0022,,0,0,,0.5,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0055,,0,0,,5.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0045,,0,0,,1.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.002,,0,0,,0.5,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0017,,0,0,,5.0,1,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0018,,0,0,,1.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.003,,0,0,,0.5,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0042,,0,0,,5.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0033,,0,0,,1.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.003,,0,0,,0.5,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0028,,0,0,,5.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0025,,0,0,,1.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0018,,0,0,,0.5,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0025,,0,0,,5.0,1,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.2211,,0,0,,1.0,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0984,,0,0,,0.5,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0248,,0,0,,5.0,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0861,,0,0,,1.0,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0466,,0,0,,0.5,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0942,,0,0,,5.0,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.2062,,0,0,,1.0,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0259,,0,0,,0.5,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0208,,0,0,,5.0,1,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0026,,0,0,,1.0,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.005,,0,0,,0.5,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0029,,0,0,,5.0,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0042,,0,0,,1.0,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0048,,0,0,,0.5,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0134,,0,0,,5.0,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0043,,0,0,,1.0,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0015,,0,0,,0.5,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.0026,,0,0,,5.0,1,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_kettle,42
0.005,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0026,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0023,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.004,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0023,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0024,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.003,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.032,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0194,,0,0,,0,0,,10.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.0548,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0053,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0009,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.0122,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0012,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0027,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.0018,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0018,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0019,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.006,,0,0,,0,0,,5.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0004,,0,0,,0,0,,5.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0005,,0,0,,0,0,,5.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.0029,,0,0,,0,0,,5.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0067,,0,0,,0,0,,5.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0073,,0,0,,0,0,,5.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.0021,,0,0,,0,0,,5.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0179,,0,0,,0,0,,5.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0207,,0,0,,0,0,,5.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.0024,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0026,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0027,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.005,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0044,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0019,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.0021,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,shadow_hand_kettle,42
0.0009,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_kettle,42
0.0006,,0,0,,0,0,,20.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,shadow_hand_kettle,42
0.9916,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.0075,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.1437,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.0115,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.0058,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.0165,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.6988,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.0063,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.0058,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.0056,,0,0,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.9147,,0,0,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.1492,,0,0,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.0022,,0,0,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.0004,,0,0,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.0005,,0,0,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.7909,,0,0,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.4785,,0,0,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.0078,,0,0,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.9985,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.9348,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.8061,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.011,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.0108,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.0018,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.7293,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.2627,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.8714,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.9621,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.9736,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.6219,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.0019,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.9655,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
0.0123,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_kettle,42
0.6576,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_kettle,42
0.9293,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_kettle,42
