score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_approach_reward,w_approach_reward,active_approach_reward,r_contact_reward,w_contact_reward,active_contact_reward,r_goal_reward,w_goal_reward,active_goal_reward,r_handle_reward,w_handle_reward,active_handle_reward,r_orientation_reward,w_orientation_reward,active_orientation_reward,r_progress_reward,w_progress_reward,active_progress_reward,r_push_reward,w_push_reward,active_push_reward,r_success_bonus,w_success_bonus,active_success_bonus,r_success_reward,w_success_reward,active_success_reward,r_velocity_reward,w_velocity_reward,active_velocity_reward,env_id,seed
0.0,,0,0,,0,0,,0.02,1,,0.05,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0063,,0,0,,0,0,,0.1,1,,0.05,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0051,,0,0,,0,0,,0.02,1,,0.05,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0835,,0,0,,0,0,,0.1,1,,0.05,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0009,,0,0,,0,0,,0.02,1,,0.05,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0069,,0,0,,0,0,,0.1,1,,0.05,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0012,,0,0,,0,0,,0.02,1,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0058,,0,0,,0,0,,0.1,1,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0672,,0,0,,0,0,,0.02,1,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0356,,0,0,,0,0,,0.1,1,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0016,,0,0,,0,0,,0.02,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0142,,0,0,,0,0,,0.1,1,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_push_block,42
0.0004,,0.1,1,,0.05,1,,0.02,1,,0.2,1,,0,0,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0,,0.1,1,,0.05,1,,0.02,1,,0.2,1,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0002,,0.1,1,,0.05,1,,0.02,1,,0.2,1,,0,0,,0,0,,0,0,,0.1,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0002,,0.1,1,,0.05,1,,0.02,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0003,,0.1,1,,0.05,1,,0.02,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0004,,0.1,1,,0.05,1,,0.02,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0002,,0.1,1,,0.05,1,,0.02,1,,1.0,1,,0,0,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.004,,0.1,1,,0.05,1,,0.02,1,,1.0,1,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.002,,0.1,1,,0.05,1,,0.02,1,,1.0,1,,0,0,,0,0,,0,0,,0.1,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0127,,0.05,1,,0.05,1,,0.02,1,,0.2,1,,0,0,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0175,,0.05,1,,0.05,1,,0.02,1,,0.2,1,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0075,,0.05,1,,0.05,1,,0.02,1,,0.2,1,,0,0,,0,0,,0,0,,0.1,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0156,,0.05,1,,0.05,1,,0.02,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0002,,0.05,1,,0.05,1,,0.02,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0,,0.05,1,,0.05,1,,0.02,1,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0174,,0.05,1,,0.05,1,,0.02,1,,1.0,1,,0,0,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0104,,0.05,1,,0.05,1,,0.02,1,,1.0,1,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0002,,0.05,1,,0.05,1,,0.02,1,,1.0,1,,0,0,,0,0,,0,0,,0.1,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.017,,0.05,1,,0.05,1,,0.01,1,,0.2,1,,0,0,,0,0,,0,0,,0.05,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0002,,0.05,1,,0.05,1,,0.01,1,,0.2,1,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0002,,0.05,1,,0.05,1,,0.01,1,,0.2,1,,0,0,,0,0,,0,0,,0.05,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.01,,0.05,1,,0.05,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0202,,0.05,1,,0.05,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0271,,0.05,1,,0.05,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0132,,0.05,1,,0.05,1,,0.01,1,,1.0,1,,0,0,,0,0,,0,0,,0.05,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0135,,0.05,1,,0.05,1,,0.01,1,,1.0,1,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0118,,0.05,1,,0.05,1,,0.01,1,,1.0,1,,0,0,,0,0,,0,0,,0.05,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0003,,0.05,1,,0.01,1,,0.01,1,,0.2,1,,0,0,,0,0,,0,0,,0.05,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0093,,0.05,1,,0.01,1,,0.01,1,,0.2,1,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0005,,0.05,1,,0.01,1,,0.01,1,,0.2,1,,0,0,,0,0,,0,0,,0.05,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0172,,0.05,1,,0.01,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0069,,0.05,1,,0.01,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0003,,0.05,1,,0.01,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0.05,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0,,0.05,1,,0.01,1,,0.01,1,,1.0,1,,0,0,,0,0,,0,0,,0.05,1,,1.0,1,,0,0,,0,0,shadow_hand_push_block,42
0.0005,,0.05,1,,0.01,1,,0.01,1,,1.0,1,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_push_block,42
0.0007,,0.05,1,,0.01,1,,0.01,1,,1.0,1,,0,0,,0,0,,0,0,,0.05,1,,5.0,1,,0,0,,0,0,shadow_hand_push_block,42
