score,r_angvel_reward,w_angvel_reward,active_angvel_reward,r_fingertip_reward,w_fingertip_reward,active_fingertip_reward,r_goal_align_reward,w_goal_align_reward,active_goal_align_reward,r_goal_alignment_reward,w_goal_alignment_reward,active_goal_alignment_reward,r_goal_reward,w_goal_reward,active_goal_reward,r_grasp_reward,w_grasp_reward,active_grasp_reward,r_handle_grasp_reward,w_handle_grasp_reward,active_handle_grasp_reward,r_handle_reward,w_handle_reward,active_handle_reward,r_left_handle_reward,w_left_handle_reward,active_left_handle_reward,r_lift_reward,w_lift_reward,active_lift_reward,r_linvel_reward,w_linvel_reward,active_linvel_reward,r_pos_reward,w_pos_reward,active_pos_reward,r_right_handle_reward,w_right_handle_reward,active_right_handle_reward,r_stability_reward,w_stability_reward,active_stability_reward,r_success_reward,w_success_reward,active_success_reward,r_task_completion_bonus,w_task_completion_bonus,active_task_completion_bonus,r_task_completion_reward,w_task_completion_reward,active_task_completion_reward,r_task_reward,w_task_reward,active_task_reward,r_vel_penalty,w_vel_penalty,active_vel_penalty,r_vel_reward,w_vel_reward,active_vel_reward,r_velocity_penalty,w_velocity_penalty,active_velocity_penalty,env_id,seed
0.1063,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.1082,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.6215,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.1771,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,20.0,1,,0,0,,10.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,20.0,1,,0,0,,10.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,20.0,1,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.2665,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,30.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.4211,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,30.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.2258,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,30.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.1644,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0813,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.3095,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0005,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,30.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0135,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,30.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,30.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.2968,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.3652,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.5663,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.6519,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.5845,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.7722,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.5836,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.2166,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.4483,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.5091,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.8194,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.9411,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.1452,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0005,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0047,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.1349,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0921,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.6029,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.3719,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.6465,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,20.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,20.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,20.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.1584,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,40.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.5802,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,40.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.389,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,40.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.6488,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,40.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.654,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,40.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.6056,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,40.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,40.0,1,,0,0,,0,0,,0,0,,50.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.003,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,40.0,1,,0,0,,0,0,,0,0,,40.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,40.0,1,,0,0,,0,0,,0,0,,100.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.3877,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.2948,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0064,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.812,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.7043,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0448,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.5846,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.8655,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0035,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.005,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,20.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.1095,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,20.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0511,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,20.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0407,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,20.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,20.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
0.2516,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,20.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_lift_underarm,42
