score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_angular_velocity_reward,w_angular_velocity_reward,active_angular_velocity_reward,r_approach_reward,w_approach_reward,active_approach_reward,r_closing_reward,w_closing_reward,active_closing_reward,r_contact_reward,w_contact_reward,active_contact_reward,r_coordination_reward,w_coordination_reward,active_coordination_reward,r_finger_reward,w_finger_reward,active_finger_reward,r_goal_reward,w_goal_reward,active_goal_reward,r_grasp_reward,w_grasp_reward,active_grasp_reward,r_hand_pull_reward,w_hand_pull_reward,active_hand_pull_reward,r_handle_grasp_reward,w_handle_grasp_reward,active_handle_grasp_reward,r_object_position_reward,w_object_position_reward,active_object_position_reward,r_orientation_reward,w_orientation_reward,active_orientation_reward,r_progress_reward,w_progress_reward,active_progress_reward,r_rotation_reward,w_rotation_reward,active_rotation_reward,r_stability_reward,w_stability_reward,active_stability_reward,r_success_bonus,w_success_bonus,active_success_bonus,r_velocity_penalty,w_velocity_penalty,active_velocity_penalty,r_velocity_reward,w_velocity_reward,active_velocity_reward,env_id,seed
0.2736,,0,0,,0,0,,0,0,,0,0,,20.0,1,,2.0,1,,0,0,,1.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.275,,0,0,,0,0,,0,0,,0,0,,20.0,1,,2.0,1,,0,0,,1.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.2499,,0,0,,0,0,,0,0,,0,0,,20.0,1,,2.0,1,,0,0,,1.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.5124,,0,0,,0,0,,0,0,,0,0,,20.0,1,,2.0,1,,0,0,,1.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.8591,,0,0,,0,0,,0,0,,0,0,,20.0,1,,2.0,1,,0,0,,1.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.7079,,0,0,,0,0,,0,0,,0,0,,20.0,1,,2.0,1,,0,0,,1.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.5202,,0,0,,0,0,,0,0,,0,0,,20.0,1,,2.0,1,,0,0,,1.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.3305,,0,0,,0,0,,0,0,,0,0,,20.0,1,,2.0,1,,0,0,,1.0,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.2102,,0,0,,0,0,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0.5,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.2863,,0,0,,0,0,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0.5,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.9743,,0,0,,0,0,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0.5,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.773,,0,0,,0,0,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0.5,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.1601,,0,0,,0,0,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0.5,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.3495,,0,0,,0,0,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0.5,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.2987,,0,0,,0,0,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0.5,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.5054,,0,0,,0,0,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0.5,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.5107,,0,0,,0,0,,0,0,,0,0,,20.0,1,,1.0,1,,0,0,,0.5,1,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.2277,,0,0,,0,0,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.9413,,0,0,,0,0,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.9131,,0,0,,0,0,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.1407,,0,0,,0,0,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.9075,,0,0,,0,0,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.685,,0,0,,0,0,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.4044,,0,0,,0,0,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.2362,,0,0,,0,0,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.2829,,0,0,,0,0,,0,0,,0,0,,10.0,1,,5.0,1,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.8496,,0,0,,0,0,,0,0,,0,0,,40.0,1,,2.0,1,,0,0,,1.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.6029,,0,0,,0,0,,0,0,,0,0,,40.0,1,,2.0,1,,0,0,,1.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.405,,0,0,,0,0,,0,0,,0,0,,40.0,1,,2.0,1,,0,0,,1.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,shadow_hand_door_close_outward,42
0.2751,,0,0,,0,0,,0,0,,0,0,,40.0,1,,2.0,1,,0,0,,1.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.4434,,0,0,,0,0,,0,0,,0,0,,40.0,1,,2.0,1,,0,0,,1.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.5813,,0,0,,0,0,,0,0,,0,0,,40.0,1,,2.0,1,,0,0,,1.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,shadow_hand_door_close_outward,42
0.6372,,0,0,,0,0,,0,0,,0,0,,40.0,1,,2.0,1,,0,0,,1.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.3313,,0,0,,0,0,,0,0,,0,0,,40.0,1,,2.0,1,,0,0,,1.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
0.9111,,0,0,,0,0,,0,0,,0,0,,40.0,1,,2.0,1,,0,0,,1.0,1,,20.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,10.0,1,shadow_hand_door_close_outward,42
