score,r_fingertip_object_reward,w_fingertip_object_reward,active_fingertip_object_reward,r_fingertip_reward,w_fingertip_reward,active_fingertip_reward,r_grasp_reward,w_grasp_reward,active_grasp_reward,r_hand_to_object_reward,w_hand_to_object_reward,active_hand_to_object_reward,r_object_to_goal_reward,w_object_to_goal_reward,active_object_to_goal_reward,r_place_reward,w_place_reward,active_place_reward,r_placement_reward,w_placement_reward,active_placement_reward,r_stability_reward,w_stability_reward,active_stability_reward,r_success_reward,w_success_reward,active_success_reward,r_task_reward,w_task_reward,active_task_reward,r_time_penalty,w_time_penalty,active_time_penalty,r_vel_penalty,w_vel_penalty,active_vel_penalty,env_id,seed
0.1374,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1681,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0899,,0,0,,1.0,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0921,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.188,,0,0,,0.05,1,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1378,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.2271,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.2031,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1165,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1382,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1026,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1133,,0,0,,1.0,1,,0.05,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.059,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1659,,0,0,,0.05,1,,1.0,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0913,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1023,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0589,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1921,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1364,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0534,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1596,,0,0,,1.0,1,,0.05,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0929,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0573,,0,0,,0.05,1,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0781,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0119,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0114,,0.5,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0181,,5.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0341,,1.0,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0117,,0.5,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0386,,5.0,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.045,,1.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0278,,0.5,1,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0261,,5.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0396,,1.0,1,,0,0,,0,0,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.053,,0.5,1,,0,0,,0,0,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0764,,5.0,1,,0,0,,0,0,,1.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.028,,1.0,1,,0,0,,0,0,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0458,,0.5,1,,0,0,,0,0,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0279,,5.0,1,,0,0,,0,0,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0303,,1.0,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0797,,0.5,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0132,,5.0,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0262,,1.0,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.006,,0.5,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.008,,1.0,1,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0189,,0.5,1,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0198,,5.0,1,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.006,,1.0,1,,0,0,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.003,,0.5,1,,0,0,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.003,,5.0,1,,0,0,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0226,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0288,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0225,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0313,,0.5,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0118,,0.5,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1055,,0.5,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1302,,5.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0104,,5.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0284,,5.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0453,,1.0,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0295,,1.0,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0698,,1.0,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0564,,0.5,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0296,,0.5,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0285,,0.5,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.046,,5.0,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0909,,5.0,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0638,,5.0,1,,0,0,,0,0,,0.5,1,,1.0,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0444,,1.0,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0769,,1.0,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1114,,1.0,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0304,,0.5,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0275,,0.5,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0434,,0.5,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0359,,5.0,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0139,,5.0,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0332,,5.0,1,,0,0,,0,0,,5.0,1,,0.5,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0548,,1.0,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0908,,1.0,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.1241,,1.0,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0183,,0.5,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0185,,0.5,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.046,,0.5,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.041,,5.0,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.05,,5.0,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
0.0159,,5.0,1,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,shadow_hand_grasp_and_place,42
