score,r_air_time_reward,w_air_time_reward,active_air_time_reward,r_approach_reward,w_approach_reward,active_approach_reward,r_completion_bonus,w_completion_bonus,active_completion_bonus,r_contact_penalty,w_contact_penalty,active_contact_penalty,r_handover_reward,w_handover_reward,active_handover_reward,r_height_reward,w_height_reward,active_height_reward,r_orientation_reward,w_orientation_reward,active_orientation_reward,r_position_reward,w_position_reward,active_position_reward,r_progress_reward,w_progress_reward,active_progress_reward,r_proximity_reward,w_proximity_reward,active_proximity_reward,r_rotation_penalty,w_rotation_penalty,active_rotation_penalty,r_stability_reward,w_stability_reward,active_stability_reward,r_throw_reward,w_throw_reward,active_throw_reward,r_velocity_reward,w_velocity_reward,active_velocity_reward,env_id,seed
0.9225,,0,0,,0,0,,0,0,,1.0,1,,0,0,,3.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,shadow_hand_over,42
0.8255,,0,0,,0,0,,0,0,,0.5,1,,0,0,,3.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,shadow_hand_over,42
0.942,,0,0,,0,0,,0,0,,5.0,1,,0,0,,3.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,shadow_hand_over,42
0.9309,,0,0,,0,0,,0,0,,1.0,1,,0,0,,3.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,shadow_hand_over,42
0.2479,,0,0,,0,0,,0,0,,0.5,1,,0,0,,3.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,shadow_hand_over,42
0.0006,,0,0,,0,0,,0,0,,5.0,1,,0,0,,3.0,1,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,5.0,1,shadow_hand_over,42
0.0007,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,5.0,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,5.0,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,shadow_hand_over,42
0.0007,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,shadow_hand_over,42
0.0005,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,shadow_hand_over,42
0.0003,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,2.0,1,shadow_hand_over,42
0.0021,,0,0,,0,0,,0,0,,0.5,1,,0,0,,10.0,1,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,2.0,1,shadow_hand_over,42
0.0012,,0,0,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,2.0,1,shadow_hand_over,42
0.0865,,0,0,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,2.0,1,shadow_hand_over,42
0.8929,,0,0,,0,0,,0,0,,0.5,1,,0,0,,10.0,1,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,2.0,1,shadow_hand_over,42
0.0452,,0,0,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,2.0,1,shadow_hand_over,42
0.0008,,0,0,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,2.0,1,shadow_hand_over,42
0.0004,,0,0,,0,0,,0,0,,0.5,1,,0,0,,10.0,1,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,2.0,1,shadow_hand_over,42
0.0032,,0,0,,0,0,,0,0,,5.0,1,,0,0,,10.0,1,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,2.0,1,shadow_hand_over,42
0.9321,,0,0,,0,0,,0,0,,10.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.9334,,0,0,,0,0,,0,0,,5.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.8621,,0,0,,0,0,,0,0,,20.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0029,,0,0,,0,0,,0,0,,10.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.1,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0011,,0,0,,0,0,,0,0,,5.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.1,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0005,,0,0,,0,0,,0,0,,20.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.1,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.9529,,0,0,,0,0,,0,0,,10.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.9106,,0,0,,0,0,,0,0,,5.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.9009,,0,0,,0,0,,0,0,,20.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.798,,0,0,,0,0,,0,0,,10.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0.05,1,shadow_hand_over,42
0.0008,,0,0,,0,0,,0,0,,5.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0.05,1,shadow_hand_over,42
0.9217,,0,0,,0,0,,0,0,,20.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0.05,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0.05,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0.05,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0.05,1,shadow_hand_over,42
0.8835,,0,0,,0,0,,0,0,,10.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0.05,1,shadow_hand_over,42
0.8961,,0,0,,0,0,,0,0,,5.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0.05,1,shadow_hand_over,42
0.9498,,0,0,,0,0,,0,0,,20.0,1,,0,0,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0.05,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,,0,0,,10.0,1,,0.5,1,shadow_hand_over,42
0.0005,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,,0,0,,10.0,1,,0.5,1,shadow_hand_over,42
0.0005,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,,0,0,,10.0,1,,0.5,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,10.0,1,,0.5,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,10.0,1,,0.5,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,10.0,1,,0.5,1,shadow_hand_over,42
0.0005,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,,0.5,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,,0.5,1,shadow_hand_over,42
0.0004,,0,0,,0,0,,0,0,,20.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,10.0,1,,0.5,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0.5,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.001,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0.5,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0.5,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0005,,0,0,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0.1,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0.1,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0007,,0,0,,0,0,,0,0,,20.0,1,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0.1,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0018,,0,0,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,1.0,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0005,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,1.0,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
0.0009,,0,0,,0,0,,0,0,,20.0,1,,0,0,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,1.0,1,,0,0,,3.0,1,,0.1,1,shadow_hand_over,42
