score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_approach_reward,w_approach_reward,active_approach_reward,r_contact_reward,w_contact_reward,active_contact_reward,r_grasp_reward,w_grasp_reward,active_grasp_reward,r_height_reward,w_height_reward,active_height_reward,r_lift_reward,w_lift_reward,active_lift_reward,r_stability_reward,w_stability_reward,active_stability_reward,r_stack_bonus,w_stack_bonus,active_stack_bonus,r_stack_reward,w_stack_reward,active_stack_reward,r_success_reward,w_success_reward,active_success_reward,r_vertical_alignment,w_vertical_alignment,active_vertical_alignment,r_vertical_reward,w_vertical_reward,active_vertical_reward,env_id,seed
0.1133,,0,0,,0.5,1,,0.1,1,,0.5,1,,0,0,,0,0,,0,0,,2.0,1,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1133,,0,0,,0.5,1,,0.1,1,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0654,,0,0,,0.1,1,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,2.0,1,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0894,,0,0,,0.1,1,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0522,,0,0,,0.5,1,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,2.0,1,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0967,,0,0,,0.5,1,,0.5,1,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.3594,,0,0,,0.1,1,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0488,,0,0,,0.1,1,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1455,,0,0,,0.01,1,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0518,,0,0,,0.01,1,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.4463,,0,0,,0.1,1,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0859,,0,0,,0.1,1,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1152,,0,0,,0.01,1,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,,2.0,1,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1597,,0,0,,0.01,1,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1162,,0,0,,0.1,1,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.123,,0,0,,0.1,1,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2163,,0,0,,0.01,1,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.208,,0,0,,0.01,1,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.4717,,0,0,,0.1,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1895,,0,0,,0.1,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.7363,,0,0,,0.01,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,2.0,1,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0352,,0,0,,0.01,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,5.0,1,,10.0,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.3228,,0,0,,0.3,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.1782,,0,0,,0.1,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.1064,,0,0,,0.3,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.3286,,0,0,,0.1,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.104,,0,0,,0.3,1,,0.01,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.3311,,0,0,,0.1,1,,0.01,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.1738,,0,0,,0.3,1,,0.01,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.1055,,0,0,,0.1,1,,0.01,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.1216,,0,0,,0.3,1,,0.05,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.042,,0,0,,1.0,1,,0.05,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.0596,,0,0,,0.3,1,,0.05,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.3599,,0,0,,1.0,1,,0.05,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.1367,,0,0,,0.3,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.1533,,0,0,,1.0,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.1104,,0,0,,0.3,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.1187,,0,0,,1.0,1,,0.01,1,,0.01,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.3306,,0,0,,0.3,1,,0.05,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.1484,,0,0,,0.1,1,,0.05,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.4448,,0,0,,0.3,1,,0.05,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,shadow_hand_block_stack,42
0.2773,,0,0,,0.1,1,,0.05,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,shadow_hand_block_stack,42
0.3315,,0,0,,0.3,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.0376,,0,0,,0.1,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.1328,,0,0,,0.3,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,shadow_hand_block_stack,42
0.1167,,0,0,,0.1,1,,0.01,1,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,shadow_hand_block_stack,42
0.5078,,0,0,,0.3,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.4067,,0,0,,0.1,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.3379,,0,0,,0.3,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.1172,,0,0,,0.1,1,,0.05,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.0952,,0,0,,0.3,1,,0.1,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.0586,,0,0,,0.1,1,,0.1,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.05,1,,0,0,shadow_hand_block_stack,42
0.1079,,0,0,,0.3,1,,0.1,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.1523,,0,0,,0.1,1,,0.1,1,,0.02,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.01,1,,0,0,shadow_hand_block_stack,42
0.124,,0.1,1,,0.2,1,,0.1,1,,0.05,1,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1147,,0.1,1,,0.1,1,,0.1,1,,0.05,1,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1196,,0.05,1,,0.2,1,,0.05,1,,0.05,1,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0615,,0.05,1,,0.1,1,,0.05,1,,0.05,1,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0493,,0.1,1,,0.2,1,,0.1,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.103,,0.1,1,,0.1,1,,0.1,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1616,,0.05,1,,0.2,1,,0.05,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1245,,0.05,1,,0.1,1,,0.05,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1167,,0.1,1,,0.2,1,,0.1,1,,0.01,1,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.3003,,0.1,1,,0.1,1,,0.1,1,,0.01,1,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0757,,0.05,1,,0.2,1,,0.05,1,,0.01,1,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0552,,0.05,1,,0.1,1,,0.05,1,,0.01,1,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0576,,0.1,1,,0.2,1,,0.1,1,,0.01,1,,0,0,,0.1,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
