score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_approach_reward,w_approach_reward,active_approach_reward,r_contact_reward,w_contact_reward,active_contact_reward,r_grasp_reward,w_grasp_reward,active_grasp_reward,r_height_reward,w_height_reward,active_height_reward,r_lift_reward,w_lift_reward,active_lift_reward,r_stability_reward,w_stability_reward,active_stability_reward,r_stack_bonus,w_stack_bonus,active_stack_bonus,r_stack_reward,w_stack_reward,active_stack_reward,r_success_reward,w_success_reward,active_success_reward,r_vertical_alignment,w_vertical_alignment,active_vertical_alignment,r_vertical_reward,w_vertical_reward,active_vertical_reward,env_id,seed
0.1348,,0.05,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0747,,0.05,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2056,,0.01,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0591,,0.01,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0723,,0.05,1,,0.05,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0503,,0.05,1,,0.05,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0327,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1064,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,0.5,1,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1567,,0.05,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,1.0,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0396,,0.05,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0625,,0.01,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,1.0,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2246,,0.01,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0181,,0.05,1,,0.1,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1089,,0.05,1,,0.1,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.314,,0.01,1,,0.1,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,1.0,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1221,,0.01,1,,0.1,1,,0,0,,0.01,1,,0,0,,0,0,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0962,,0.1,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1743,,0.05,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1113,,0.5,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1128,,0.1,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2822,,0.05,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0767,,0.5,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0864,,0.1,1,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2451,,0.05,1,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0488,,0.5,1,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1733,,0.1,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1045,,0.05,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0972,,0.5,1,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0894,,0.1,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0908,,0.05,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1191,,0.5,1,,0.05,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0552,,0.1,1,,0.05,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0601,,0.05,1,,0.05,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0796,,0.5,1,,0.05,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1807,,0.1,1,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1206,,0.05,1,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0352,,0.5,1,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1582,,0.1,1,,0.5,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2866,,0.05,1,,0.5,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0791,,0.5,1,,0.5,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0601,,0.1,1,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0317,,0.05,1,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0522,,0.5,1,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.062,,0.1,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.063,,0.05,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1924,,0.5,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0674,,0.1,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0537,,0.05,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0762,,0.5,1,,0.1,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0991,,0.1,1,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0649,,0.05,1,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1641,,0.5,1,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0542,,0,0,,0.3,1,,0,0,,0.005,1,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.1895,,0,0,,0.3,1,,0,0,,0.005,1,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.2568,,0,0,,0.1,1,,0,0,,0.005,1,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0747,,0,0,,0.1,1,,0,0,,0.005,1,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0972,,0,0,,0.3,1,,0,0,,0.005,1,,0,0,,0,0,,0.05,1,,0,0,,0.5,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0542,,0,0,,0.3,1,,0,0,,0.005,1,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.041,,0,0,,0.1,1,,0,0,,0.005,1,,0,0,,0,0,,0.05,1,,0,0,,0.5,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0601,,0,0,,0.1,1,,0,0,,0.005,1,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0283,,0,0,,0.3,1,,0,0,,0.005,1,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.189,,0,0,,0.3,1,,0,0,,0.005,1,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.0708,,0,0,,0.1,1,,0,0,,0.005,1,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.0972,,0,0,,0.1,1,,0,0,,0.005,1,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.1011,,0,0,,0.3,1,,0,0,,0.005,1,,0,0,,0,0,,0.05,1,,0,0,,0.5,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.1152,,0,0,,0.3,1,,0,0,,0.005,1,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.3369,,0,0,,0.1,1,,0,0,,0.005,1,,0,0,,0,0,,0.05,1,,0,0,,0.5,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.0562,,0,0,,0.1,1,,0,0,,0.005,1,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.05,1,shadow_hand_block_stack,42
0.0781,,0,0,,0.3,1,,0,0,,0.001,1,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0371,,0,0,,0.3,1,,0,0,,0.001,1,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0933,,0,0,,0.1,1,,0,0,,0.001,1,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0864,,0,0,,0.1,1,,0,0,,0.001,1,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.167,,0,0,,0.3,1,,0,0,,0.001,1,,0,0,,0,0,,0.05,1,,0,0,,0.5,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.272,,0,0,,0.3,1,,0,0,,0.001,1,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.0991,,0,0,,0.1,1,,0,0,,0.001,1,,0,0,,0,0,,0.05,1,,0,0,,0.5,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.2251,,0,0,,0.1,1,,0,0,,0.001,1,,0,0,,0,0,,0.05,1,,0,0,,0.1,1,,0,0,,0,0,,0.01,1,shadow_hand_block_stack,42
0.2407,,0,0,,0.5,1,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.1074,,0,0,,0.1,1,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.3081,,0,0,,0.5,1,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.1221,,0,0,,0.1,1,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.0498,,0,0,,0.5,1,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.3613,,0,0,,0.1,1,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.2593,,0,0,,0.5,1,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.0698,,0,0,,0.1,1,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.0527,,0,0,,0.5,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.2969,,0,0,,0.1,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.2363,,0,0,,0.5,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.1069,,0,0,,0.1,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.1187,,0,0,,0.5,1,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.1943,,0,0,,0.1,1,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.5596,,0,0,,0.5,1,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.1323,,0,0,,0.1,1,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.0933,,0,0,,0.5,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.3833,,0,0,,0.1,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.3843,,0,0,,0.5,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.2945,,0,0,,0.1,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.082,,0,0,,0.5,1,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.4585,,0,0,,0.1,1,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.1245,,0,0,,0.5,1,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.4014,,0,0,,0.1,1,,0,0,,0.05,1,,0.05,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_block_stack,42
0.4155,,0.05,1,,0.1,1,,0,0,,0.02,1,,0,0,,0.1,1,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1851,,0.05,1,,0.1,1,,0,0,,0.02,1,,0,0,,0.1,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0986,,0.05,1,,0.1,1,,0,0,,0.02,1,,0,0,,0.05,1,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0933,,0.05,1,,0.1,1,,0,0,,0.02,1,,0,0,,0.05,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.4385,,0.05,1,,0.1,1,,0,0,,0.02,1,,0,0,,0.1,1,,0,0,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1685,,0.05,1,,0.1,1,,0,0,,0.02,1,,0,0,,0.1,1,,0,0,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0493,,0.05,1,,0.1,1,,0,0,,0.02,1,,0,0,,0.05,1,,0,0,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0522,,0.05,1,,0.1,1,,0,0,,0.02,1,,0,0,,0.05,1,,0,0,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.064,,0.01,1,,0.05,1,,0,0,,0.02,1,,0,0,,0.1,1,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0571,,0.01,1,,0.05,1,,0,0,,0.02,1,,0,0,,0.1,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0884,,0.01,1,,0.05,1,,0,0,,0.02,1,,0,0,,0.05,1,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2803,,0.01,1,,0.05,1,,0,0,,0.02,1,,0,0,,0.05,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0518,,0.01,1,,0.05,1,,0,0,,0.02,1,,0,0,,0.1,1,,0,0,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1826,,0.01,1,,0.05,1,,0,0,,0.02,1,,0,0,,0.1,1,,0,0,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1899,,0.01,1,,0.05,1,,0,0,,0.02,1,,0,0,,0.05,1,,0,0,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1328,,0.01,1,,0.05,1,,0,0,,0.02,1,,0,0,,0.05,1,,0,0,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.3892,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0.1,1,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1348,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0.1,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.0347,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0.05,1,,0,0,,0.5,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.165,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0.05,1,,0,0,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.188,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0.1,1,,0,0,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.1025,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0.1,1,,0,0,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.085,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0.05,1,,0,0,,0.5,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.3335,,0.01,1,,0.05,1,,0,0,,0.01,1,,0,0,,0.05,1,,0,0,,0.1,1,,0.01,1,,0,0,,0,0,,0,0,shadow_hand_block_stack,42
0.2021,,0.05,1,,0.2,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.083,,0.05,1,,0.2,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.1133,,0.01,1,,0.2,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.2295,,0.01,1,,0.2,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0327,,0.05,1,,0.2,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0596,,0.05,1,,0.2,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0991,,0.01,1,,0.2,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.1587,,0.01,1,,0.2,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.1899,,0.05,1,,0.2,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0781,,0.05,1,,0.2,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0977,,0.01,1,,0.2,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0303,,0.01,1,,0.2,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0864,,0.05,1,,0.2,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0562,,0.05,1,,0.2,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0747,,0.01,1,,0.2,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0669,,0.01,1,,0.2,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.3423,,0.05,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0977,,0.05,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.1562,,0.01,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0527,,0.01,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.061,,0.05,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0972,,0.05,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.0488,,0.01,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.5,1,,0,0,,0,0,shadow_hand_block_stack,42
0.2339,,0.01,1,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0.1,1,,0,0,,0,0,shadow_hand_block_stack,42
0.1909,,0.1,1,,0.2,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.2563,,0.1,1,,0.2,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.1436,,0.1,1,,0.1,1,,0.1,1,,0.1,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.1826,,0.1,1,,0.2,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.085,,0.1,1,,0.2,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
0.125,,0.1,1,,0.1,1,,0.1,1,,0.05,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,shadow_hand_block_stack,42
